Year,Year,US_pop_SSP1,US_pop_SSP2,US_pop_SSP3,US_pop_SSP4,US_pop_SSP5,US_gdp_SSP1,US_gdp_SSP2,US_gdp_SSP3,US_gdp_SSP4,US_gdp_SSP5,FA_SSP1,FA_SSP2,FA_SSP3,FA_SSP4,FA_SSP5
1994.0,1994.0,263461123.9144074,263461225.85796472,263461754.07467926,263461408.865104,263460667.40698582,33123.70955047626,33123.70135255779,33123.69222704582,33123.697746794125,33123.711080462585,26.97695173103583,26.979133566581652,26.975159169877802,26.977743020590605,26.98270413612984
1995.0,1995.0,266324000.0,266324000.0,266324000.0,266324000.0,266324000.0,33867.99999999999,33868.0,33868.0,33868.0,33868.0,27.221077179547354,27.223281905218048,27.219276328798113,27.221880587306106,27.226879696998935
1996.0,1996.0,269405619.1573835,269405434.4708453,269404477.52448225,269405102.9250774,269406446.1912595,34866.288029101765,34866.30288551844,34866.31942293689,34866.30941994881,34866.28525643278,27.545724831397198,27.54796134791429,27.5439164210059,27.546546502439877,27.55159309402453
1997.0,1997.0,272646212.94529045,272645838.0294856,272643895.41731995,272645164.98774856,272647891.83360744,36040.81753816435,36040.84769845492,36040.88127137876,36040.86096412476,36040.811909316966,27.921694221595725,27.92396665899508,27.919874876588633,27.922535657766375,27.92763909338669
1998.0,1998.0,275963197.1545056,275962724.3527032,275960274.5479164,275961875.5878812,275965314.3803257,37282.60303267606,37282.641068632176,37282.68340835218,37282.65779832631,37282.595933984776,28.311513364991235,28.313819996091464,28.30967500246779,28.312370491012302,28.317539540553437
1999.0,1999.0,279273987.57581383,279273607.1172805,279271635.7856753,279272924.12534255,279275691.28469586,38482.659018125174,38482.68962587295,38482.72369688373,38482.70308835189,38482.65330576837,28.68048033392386,28.682814015343713,28.67861042370235,28.68134388647436,28.686586903135318
2000.0,2000.0,282496000.0,282496000.0,282496000.0,282496000.0,282495999.99999994,39532.0,39532.0,39532.0,39532.0,39532.0,28.99640292326676,28.998751438480213,28.994484623208855,28.997258728308225,29.002583873891364
2001.0,2001.0,285566138.65911645,285566827.91865915,285570399.2911002,285568065.2643084,285563052.12667674,40351.06858340603,40351.01313149427,40350.951405205305,40350.988741584886,40351.078932455806,29.237748109580078,29.240097178079136,29.23576509921387,29.238580821277917,29.243993138670767
2002.0,2002.0,288499261.5502852,288500660.75511587,288507910.6824101,288503172.58107144,288492995.85379213,40978.01977191756,40977.90720346948,40977.78189791494,40977.85769148404,40978.04078068776,29.41867238326488,29.421016873964348,29.416627970630483,29.41947981401166,29.424968853923914
2003.0,2003.0,291329715.1118956,291331479.63224286,291340622.4281698,291334647.26568025,291321813.51756907,41480.43666872606,41480.29470969754,41480.13668802191,41480.23227059074,41480.46316269182,29.560968271398185,29.56331464732578,29.55888963977224,29.56176454422542,29.56730155644195
2004.0,2004.0,294091845.78233737,294093265.6729133,294100622.78261966,294095814.6335261,294085487.4542307,41925.90237702304,41925.78814395041,41925.66098541925,41925.7378997983,41925.92369646392,29.685483781580967,29.687849834373043,29.683421537925792,29.686298991960246,29.691837218351537
2005.0,2005.0,296820000.0,296820000.0,296820000.0,296820000.0,296820000.0,42382.0,42382.0,42382.0,42382.0,42382.00000000001,29.81243280857976,29.81484741677052,29.810460522854036,29.813312698073762,29.818787706312314
2006.0,2006.0,299542780.93215406,299540452.4797652,299528387.6911389,299536272.48623013,299553207.8372412,42867.167626443756,42867.354955446084,42867.563480702636,42867.43735003348,42867.132665031146,29.947091555076327,29.949579023136288,29.945269669281732,29.948074082974706,29.953433617403995
